timestamp,close,high,low,open,symbol,volume
2018-02-12 10:00:00,8843.1,8860.0,8717.8,8800.0,BTC,2454.86304948
2018-02-12 11:00:00,8655.1,8847.0,8621.0,8843.1,BTC,2526.78030448
2018-02-12 12:00:00,8760.2,8793.0,8653.4,8654.3,BTC,1956.06767066
2018-02-12 13:00:00,8673.1,8786.5,8642.3,8760.2,BTC,1416.59469309
2018-02-12 14:00:00,8547.3,8698.0,8514.9,8673.1,BTC,2518.02403871
2018-02-12 15:00:00,8657.8,8669.5,8548.1,8548.3,BTC,1429.51652247
2018-02-12 16:00:00,8666.1,8746.0,8634.7,8657.8,BTC,1504.47530023
2018-02-12 17:00:00,8769.44142551,8776.8,8621.0,8666.3,BTC,1532.41176188
2018-02-12 18:00:00,8680.0,8769.4,8627.1,8768.3,BTC,1013.58062005
2018-02-12 19:00:00,8806.98749197,8817.2,8660.0,8680.0,BTC,1606.69434328
2018-02-12 20:00:00,8874.5,8928.0,8767.0,8805.4,BTC,2909.68606708
2018-02-12 21:00:00,8842.8,8895.8,8765.0,8871.9,BTC,1559.75030512
2018-02-12 22:00:00,8901.0,8901.1,8740.0,8842.9,BTC,1764.3270201
2018-02-12 23:00:00,8902.9,9000.0,8830.0,8901.0,BTC,4565.026553
2018-02-13 00:00:00,8920.0,8952.9,8805.1,8902.8,BTC,1432.25291395
2018-02-13 01:00:00,8739.0,8920.0,8718.66384325,8918.2,BTC,1486.49036029
2018-02-13 02:00:00,8719.9,8750.3,8664.7,8738.1,BTC,1279.30661977
2018-02-13 03:00:00,8762.7,8769.9,8668.1,8720.0,BTC,1070.24232569
2018-02-13 04:00:00,8560.0,8770.0,8525.0,8761.5,BTC,2308.94628203
2018-02-13 05:00:00,8599.0,8623.4,8537.0,8560.0,BTC,2377.94974489
2018-02-13 06:00:00,8707.0,8710.0,8553.0,8598.6,BTC,1652.89743655
2018-02-13 07:00:00,8647.0,8743.7,8599.98593806,8706.1,BTC,1861.73804734
2018-02-13 08:00:00,8520.1,8647.96922162,8435.0,8611.4,BTC,3269.61885585
2018-02-13 09:00:00,8440.1,8541.0,8375.0,8520.0,BTC,2508.29522211
2018-02-13 10:00:00,8485.5,8508.9,8313.52192073,8440.5,BTC,1943.17227686
2018-02-13 11:00:00,8507.0,8560.9,8385.0,8484.1,BTC,1843.63310173
2018-02-13 12:00:00,8567.9,8591.4,8441.0,8507.1,BTC,1240.81580487
2018-02-13 13:00:00,8600.9,8625.0,8515.9,8563.9,BTC,1295.42447908
2018-02-13 14:00:00,8601.3,8672.0,8580.0,8600.9,BTC,1708.00556763
2018-02-13 15:00:00,8485.4,8601.1,8459.0,8601.1,BTC,1595.89552723
2018-02-13 16:00:00,8557.7,8573.7,8480.0,8485.3,BTC,1272.94377857
2018-02-13 17:00:00,8629.6,8650.0,8527.1,8561.0,BTC,1611.3709725
2018-02-13 18:00:00,8567.0,8670.1,8567.0,8629.9,BTC,1425.73978549
2018-02-13 19:00:00,8613.4,8623.2,8549.0,8579.7,BTC,560.56137479
2018-02-13 20:00:00,8701.8,8737.0,8613.3,8613.3,BTC,2490.01588755
2018-02-13 21:00:00,8548.3,8706.0,8514.0,8698.0,BTC,1470.05815583
2018-02-13 22:00:00,8563.0,8576.0,8458.0,8551.0,BTC,1187.10882488
2018-02-13 23:00:00,8511.6,8565.0,8466.0,8564.2,BTC,914.36490972
2018-02-14 00:00:00,8593.9,8624.0,8512.1,8512.1,BTC,822.4016099
2018-02-14 01:00:00,8648.0,8680.0,8576.1,8593.9,BTC,1021.19682279
2018-02-14 02:00:00,8674.2,8734.0,8647.0,8647.2,BTC,1447.84608161
2018-02-14 03:00:00,8695.2,8711.0,8634.4,8674.1,BTC,592.79520522
2018-02-14 04:00:00,8795.9,8848.1,8695.0,8695.1,BTC,2347.85850142
2018-02-14 05:00:00,8850.0,8875.0,8716.9,8794.8,BTC,2056.96333332
2018-02-14 06:00:00,8790.0,8872.0,8789.0,8850.0,BTC,1485.82174317
2018-02-14 07:00:00,8896.0,8918.0,8789.8,8790.0,BTC,1387.38183845
2018-02-14 08:00:00,8879.1,8906.91867655,8822.2,8895.9,BTC,1492.8310051
2018-02-14 09:00:00,8778.1,8889.9,8773.0,8881.7,BTC,1530.80368958
2018-02-14 10:00:00,8751.1,8845.0,8738.1,8778.0,BTC,1355.54976728
2018-02-14 11:00:00,8934.3,8950.0,8750.0,8751.1,BTC,1753.79842233
2018-02-14 12:00:00,9155.0,9242.0,8933.7,8934.2,BTC,8762.97234434
2018-02-14 13:00:00,9206.1,9300.0,9131.0,9156.1,BTC,4409.01704143
2018-02-14 14:00:00,9150.0,9230.0,9125.0,9206.1,BTC,2779.63069654
2018-02-14 15:00:00,9309.0,9309.0,9149.4,9150.0,BTC,3317.05467704
2018-02-14 16:00:00,9262.9,9319.3,9211.0,9306.0,BTC,1969.17189246
2018-02-14 17:00:00,9297.8,9310.0,9234.09776099,9263.0,BTC,1417.66203137
2018-02-14 18:00:00,9276.0,9365.0,9216.5,9298.0,BTC,2339.94906029
2018-02-14 19:00:00,9240.0,9294.2,9145.0,9277.6,BTC,1806.23404238
2018-02-14 20:00:00,9285.2,9320.0,9175.0,9240.6,BTC,1113.31221756
2018-02-14 21:00:00,9280.0,9313.0,9221.9,9285.2,BTC,1039.78425094
2018-02-14 22:00:00,9438.7,9441.5,9222.5,9279.9,BTC,2776.61450142
2018-02-14 23:00:00,9455.5,9489.0,9389.5,9437.1,BTC,1990.51030194
2018-02-15 00:00:00,9359.6,9471.4,9338.0,9452.8,BTC,1170.2293492
2018-02-15 01:00:00,9392.9,9433.2,9362.0,9362.0,BTC,606.20870405
2018-02-15 02:00:00,9638.6,9670.0,9390.1,9393.6,BTC,2998.15313861
2018-02-15 03:00:00,9648.0,9713.5,9575.0,9638.6,BTC,1944.56232647
2018-02-15 04:00:00,9728.0,9740.0,9617.8,9645.0,BTC,1606.93203021
2018-02-15 05:00:00,9687.1,9729.9,9626.2,9728.0,BTC,1576.06841888
2018-02-15 06:00:00,9677.0,9749.0,9654.5,9687.1,BTC,1501.69991824
