timestamp,open,high,low,close,volume,symbol
2013-01-21 10:00:00,16.625999999999998,16.625999999999998,16.625999999999998,16.625999999999998,3.0,BTC
2013-01-21 11:00:00,16.625999999999998,16.625999999999998,16.625999999999998,16.625999999999998,0.0,BTC
2013-01-21 12:00:00,16.625999999999998,16.931898,16.625999999999998,16.931898,43.899636300000004,BTC
2013-01-21 13:00:00,16.931898,16.931898,16.931898,16.931898,0.0,BTC
2013-01-21 14:00:00,16.931898,16.931898,16.9013898,16.9013898,1.63,BTC
2013-01-21 15:00:00,16.9013898,17.136,16.9013898,17.136,0.1706344,BTC
2013-01-21 16:00:00,17.136,17.136,17.1359898,17.1359898,0.010759999999999999,BTC
2013-01-21 17:00:00,17.1359898,17.1359898,16.983,16.983,25.0,BTC
2013-01-21 18:00:00,16.983,16.983,16.983,16.983,0.0,BTC
2013-01-21 19:00:00,16.983,17.12988,16.983,17.12988,20.0,BTC
2013-01-21 20:00:00,17.12988,17.12988,17.12988,17.12988,0.0,BTC
2013-01-21 21:00:00,17.12988,17.12988,16.8555,16.870810199999998,0.7082837599999999,BTC
2013-01-21 22:00:00,16.870810199999998,16.870810199999998,16.870810199999998,16.870810199999998,0.0,BTC
2013-01-21 23:00:00,16.870810199999998,17.136,16.870810199999998,17.136,0.41322181999999996,BTC
2013-01-22 00:00:00,17.136,17.2685796,17.136,17.2685796,7.225687279999999,BTC
2013-01-22 01:00:00,17.2685796,17.271649800000002,17.238,17.2582674,10.2745135,BTC
2013-01-22 02:00:00,17.2582674,17.2583796,17.227687799999998,17.2583796,5.06797276,BTC
2013-01-22 03:00:00,17.2583796,17.2583796,17.2074,17.2571658,8.03251798,BTC
2013-01-22 04:00:00,17.2571658,17.2571658,17.2349298,17.2349298,0.04763227,BTC
2013-01-22 05:00:00,17.2349298,17.2349298,17.2349298,17.2349298,0.0,BTC
2013-01-22 06:00:00,17.2349298,17.2349298,17.186989800000006,17.2266678,0.32612463999999997,BTC
2013-01-22 07:00:00,17.2266678,17.2266678,17.188938,17.188938,0.01,BTC
2013-01-22 08:00:00,17.188938,17.188938,17.188938,17.188938,0.0,BTC
2013-01-22 09:00:00,17.188938,17.188938,17.188938,17.188938,0.0,BTC
2013-01-22 10:00:00,17.188938,17.188938,17.188938,17.188938,0.0,BTC
2013-01-22 11:00:00,17.188938,17.188938,17.188938,17.188938,0.0,BTC
2013-01-22 12:00:00,17.188938,17.188938,17.188938,17.188938,0.0,BTC
2013-01-22 13:00:00,17.188938,17.595,17.188938,17.595,1.0,BTC
2013-01-22 14:00:00,17.595,17.85,17.595,17.595,380.24656170000003,BTC
2013-01-22 15:00:00,17.595,17.595,17.595,17.595,10.0,BTC
2013-01-22 16:00:00,17.595,17.595,17.595,17.595,0.0,BTC
2013-01-22 17:00:00,17.595,17.748,17.595,17.748,0.13422535,BTC
2013-01-22 18:00:00,17.748,17.748,17.748,17.748,0.0,BTC
